Orders.id,Orders.subtotal,Orders.tax,Orders.shipping,Orders.total,Orders.shipping_method,Orders.payment_status,Orders.payment_date,Orders.payment_type,Orders.payment_amount,Orders.status,Orders.customer_type
4068,45.8,0.0,9.95,55.75,2,3.0,1429812010.0,2,55.75,1,0.0
4077,132.56,0.0,0.0,132.56,0,3.0,1429910981.0,2,132.56,1,0.0
4080,99.0,0.0,9.95,108.95,2,3.0,1429981938.0,2,108.95,1,0.0
4083,39.99,0.0,0.0,39.99,0,3.0,1430060739.0,2,39.99,1,0.0
4086,152.99,0.0,0.0,152.99,0,3.0,1430169922.0,2,152.99,1,0.0
4087,98.99,0.0,0.0,98.99,0,3.0,1430178430.0,2,98.99,1,0.0
4092,160.0,0.8,9.95,174.95,2,3.0,1430230175.0,0,174.95,1,0.0
4093,4.88,0.8,9.95,14.83,2,3.0,1430231573.0,2,14.83,1,0.0
4095,39.99,3.5,0.0,43.56,0,3.0,1430253809.0,2,43.54,1,0.0
4102,115.25,0.8,9.95,116.3,2,3.0,1430404253.0,0,116.3,1,0.0
4103,55.5,0.0,9.95,66.38,1,3.0,1430404422.0,0,66.38,1,0.0
4111,45.54,0.0,9.95,55.49,2,3.0,1430501982.0,2,55.49,1,0.0
4113,35.69,0.8,9.95,45.64,2,3.0,1430508282.0,2,45.64,1,0.0
4115,34.16,0.0,9.95,44.11,1,3.0,1430540851.0,2,44.11,3,0.0
4117,19.56,0.8,9.95,29.51,2,3.0,1430578898.0,2,29.51,1,0.0
4119,164.56,0.8,9.95,166.28,2,3.0,1430605539.0,2,166.28,1,0.0
4124,75.39,0.0,0.0,75.39,0,3.0,1430681182.0,2,75.39,1,0.0
4126,19.0,0.8,9.95,28.95,2,3.0,1430687443.0,2,28.95,1,0.0
4127,52.11,0.8,9.95,62.06,1,3.0,1430697337.0,0,62.06,1,0.0
5493,52.11,0.0,9.95,62.06,2,3.0,1439519131.0,2,62.06,1,0.0
6116,52.11,0.0,9.95,62.06,2,3.0,1441670136.0,2,62.06,1,0.0
4128,10.78,0.8,9.95,20.73,2,3.0,1430701353.0,2,20.73,1,0.0
4129,155.0,13.56,9.95,178.73,2,3.0,1430706870.0,2,178.71,1,0.0
4131,52.44,0.0,9.95,62.39,2,3.0,1430749636.0,2,62.39,1,0.0
4133,53.37,0.0,9.95,63.32,2,3.0,1430752081.0,2,63.32,1,0.0
4134,83.06,0.0,9.95,88.86,2,3.0,1430752246.0,2,88.86,1,0.0
4136,115.25,0.8,9.95,116.3,2,3.0,1430759576.0,0,116.3,1,0.0
5381,184.0,0.0,0.0,184.0,2,3.0,1438882713.0,2,184.0,1,0.0
4138,184.0,0.0,9.95,193.95,2,3.0,1430771562.0,2,193.95,1,0.0
4677,184.0,0.0,0.0,184.0,2,3.0,1435337067.0,2,184.0,1,0.0
6235,184.0,0.0,0.0,184.0,2,3.0,1441853847.0,2,184.0,1,0.0
7231,110.4,0.0,0.0,110.4,2,3.0,1445456175.0,2,110.4,1,0.0
8158,184.0,0.0,9.95,175.55,2,3.0,1447263545.0,2,175.55,1,0.0
10030,184.0,0.0,0.0,184.0,2,3.0,1450211056.0,2,184.0,1,0.0
11922,165.6,0.0,0.0,165.6,2,3.0,1453851905.0,2,165.6,1,0.0
13200,184.0,0.0,0.0,184.0,2,3.0,1456334080.0,2,184.0,1,0.0
14872,184.0,0.0,0.0,184.0,2,3.0,1459273891.0,2,184.0,1,0.0
16080,184.0,0.0,9.95,175.55,2,3.0,1461607535.0,2,175.55,1,0.0
4139,52.15,0.8,9.95,62.1,2,3.0,1430772379.0,2,62.1,1,0.0
4142,540.36,0.0,9.95,523.29,2,3.0,1430788283.0,2,523.29,1,0.0
4142,540.36,0.0,9.95,523.29,2,3.0,1430788283.0,2,523.29,1,0.0
4142,540.36,0.0,9.95,523.29,2,3.0,1430788283.0,2,523.29,1,0.0
4142,540.36,0.0,9.95,523.29,2,3.0,1430788283.0,2,523.29,1,0.0
4145,115.25,0.8,9.95,116.3,2,3.0,1430837393.0,0,116.3,1,0.0
4393,69.33,0.8,9.95,79.28,2,3.0,1432830491.0,2,79.28,1,0.0
4393,69.33,0.8,9.95,79.28,2,3.0,1432830491.0,2,79.28,1,0.0
4393,69.33,0.8,9.95,79.28,2,3.0,1432830491.0,2,79.28,1,0.0
4146,93.47,0.0,9.95,103.42,2,3.0,1430844202.0,2,103.42,1,0.0
4146,93.47,0.0,9.95,103.42,2,3.0,1430844202.0,2,103.42,1,0.0
4146,93.47,0.0,9.95,103.42,2,3.0,1430844202.0,2,103.42,1,0.0
4228,90.86,0.8,9.95,96.27,2,3.0,1431551542.0,2,96.27,1,0.0
4849,152.7,0.0,0.0,152.7,1,3.0,1436173309.0,0,152.7,1,0.0
9227,153.88,0.0,9.95,148.44,1,3.0,1449012427.0,0,148.44,1,0.0
4149,22.4,0.8,9.95,32.35,1,3.0,1430886878.0,0,32.35,1,0.0
4150,27.19,0.8,9.95,37.14,2,3.0,1430927078.0,2,37.14,1,0.0
4151,952.18,0.0,0.0,952.18,0,3.0,1430929119.0,2,952.18,1,0.0
4151,952.18,0.0,0.0,952.18,0,3.0,1430929119.0,2,952.18,1,0.0
4151,952.18,0.0,0.0,952.18,0,3.0,1430929119.0,2,952.18,1,0.0
4151,952.18,0.0,0.0,952.18,0,3.0,1430929119.0,2,952.18,1,0.0
4151,952.18,0.0,0.0,952.18,0,3.0,1430929119.0,2,952.18,1,0.0
4151,952.18,0.0,0.0,952.18,0,3.0,1430929119.0,2,952.18,1,0.0
4152,15.79,0.0,9.95,25.74,2,3.0,1430929554.0,2,25.74,1,0.0
4153,1399.0,0.0,0.0,1329.05,0,3.0,1430937228.0,2,1329.05,1,0.0
4154,115.25,0.0,9.95,116.97,2,3.0,1430939293.0,2,116.97,1,0.0
4156,127.99,0.0,9.95,129.9,1,3.0,1430939490.0,0,129.9,1,0.0
4158,34.78,0.8,9.95,44.73,2,3.0,1430941076.0,2,44.73,1,0.0
4165,30.15,0.8,9.95,40.1,2,3.0,1430994394.0,2,40.1,1,0.0
4167,45.8,0.0,9.95,55.75,2,3.0,1431006901.0,2,55.75,1,0.0
4169,37.99,3.32,9.95,51.33,2,3.0,1431024598.0,2,51.31,1,0.0
4172,39.99,0.0,0.0,39.99,0,3.0,1431043842.0,2,39.99,1,0.0
4175,61.1,0.8,9.95,71.05,2,3.0,1431061782.0,2,71.05,1,0.0
4176,26.69,0.8,9.95,35.31,2,3.0,1431097773.0,2,35.31,1,0.0
6960,23.76,0.0,9.95,33.71,2,3.0,1444676182.0,2,33.71,1,0.0
4177,114.99,0.8,9.95,124.6,2,3.0,1431099148.0,0,124.6,1,0.0
4178,160.0,0.0,9.95,187.2,2,3.0,1431099302.0,0,187.2,1,0.0
4179,127.99,0.8,9.95,129.9,2,3.0,1431104329.0,0,129.9,1,0.0
4189,37.27,0.0,0.0,37.27,0,3.0,1431308044.0,2,37.27,1,0.0
4195,171.25,11.76,9.95,189.74,2,3.0,1431357047.0,0,177.33,1,0.0
4200,117.18,0.8,9.95,127.13,2,3.0,1431442018.0,0,127.13,1,0.0
4204,544.32,0.8,9.95,527.05,2,3.0,1431454431.0,2,527.05,1,0.0
4205,160.0,0.8,9.95,161.95,2,3.0,1431455756.0,2,161.95,1,0.0
4206,77.99,0.0,0.0,77.99,0,3.0,1431459393.0,2,77.99,1,0.0
4207,112.0,0.0,9.95,121.95,2,3.0,1431464615.0,2,121.95,1,0.0
4380,157.55,0.8,0.0,157.55,1,3.0,1432739601.0,0,157.55,1,0.0
4380,157.55,0.8,0.0,157.55,1,3.0,1432739601.0,0,157.55,1,0.0
4380,157.55,0.8,0.0,157.55,1,3.0,1432739601.0,0,157.55,1,0.0
4208,157.55,0.8,0.0,157.55,2,3.0,1431466306.0,2,157.55,1,0.0
4208,157.55,0.8,0.0,157.55,2,3.0,1431466306.0,2,157.55,1,0.0
4208,157.55,0.8,0.0,157.55,2,3.0,1431466306.0,2,157.55,1,0.0
4452,77.0,0.0,9.95,86.95,1,3.0,1433343636.0,0,86.95,1,0.0
5846,108.45,0.0,0.0,108.45,2,3.0,1440962049.0,2,108.45,1,0.0
5846,108.45,0.0,0.0,108.45,2,3.0,1440962049.0,2,108.45,1,0.0
4675,99.36,0.8,0.0,99.36,1,3.0,1435324860.0,0,99.36,1,0.0
5226,128.06,0.0,0.0,128.06,2,3.0,1438179715.0,2,128.06,1,0.0
5226,128.06,0.0,0.0,128.06,2,3.0,1438179715.0,2,128.06,1,0.0
6546,159.51,0.0,0.0,159.51,2,3.0,1442845937.0,2,159.51,1,0.0
6546,159.51,0.0,0.0,159.51,2,3.0,1442845937.0,2,159.51,1,0.0
6546,159.51,0.0,0.0,159.51,2,3.0,1442845937.0,2,159.51,1,0.0
7201,108.87,0.0,0.0,108.87,2,3.0,1445364961.0,2,108.87,1,0.0
7201,108.87,0.0,0.0,108.87,2,3.0,1445364961.0,2,108.87,1,0.0
4210,192.31,0.0,9.95,202.26,2,3.0,1431475938.0,2,202.26,1,0.0
4224,46.99,0.0,9.95,56.94,2,3.0,1431543797.0,2,56.94,1,0.0
4226,146.35,0.0,9.95,156.3,2,3.0,1431550255.0,2,156.3,1,0.0
4226,146.35,0.0,9.95,156.3,2,3.0,1431550255.0,2,156.3,1,0.0
4229,13.56,0.0,9.95,23.51,2,3.0,1431552571.0,2,23.51,1,0.0
5410,121.67,0.0,0.0,121.67,2,3.0,1439023137.0,2,121.67,1,0.0
5410,121.67,0.0,0.0,121.67,2,3.0,1439023137.0,2,121.67,1,0.0
4232,109.16,0.0,9.95,113.65,2,3.0,1431573202.0,2,113.65,1,0.0
17048,109.16,0.0,9.95,108.19,1,3.0,1462900041.0,0,108.19,1,0.0
4312,88.67,0.0,0.0,88.67,0,3.0,1432147902.0,2,88.67,1,0.0
4313,18.99,0.0,7.14,18.99,1,3.0,1432150321.0,2,18.99,1,0.0
4234,11.52,0.0,9.95,21.47,2,3.0,1431615458.0,2,21.47,1,0.0
4237,394.71,0.8,9.95,404.66,2,3.0,1431618320.0,2,404.66,1,0.0
4237,394.71,0.8,9.95,404.66,2,3.0,1431618320.0,2,404.66,1,0.0
4237,394.71,0.8,9.95,404.66,2,3.0,1431618320.0,2,404.66,1,0.0
4238,89.7,0.0,9.95,99.65,2,3.0,1431620833.0,2,99.65,1,0.0
4239,204.99,0.0,0.0,204.99,0,3.0,1431624313.0,2,204.99,1,0.0
4308,76.47,0.0,0.0,72.65,0,3.0,1432142454.0,2,72.65,1,0.0
4308,76.47,0.0,0.0,72.65,0,3.0,1432142454.0,2,72.65,1,0.0
4240,114.99,0.0,9.95,124.94,2,3.0,1431629391.0,2,124.94,1,0.0
4246,169.98,0.8,7.14,169.98,2,3.0,1431657438.0,2,169.98,1,0.0
9521,113.32,0.0,9.95,113.32,2,3.0,1449596255.0,2,113.32,1,0.0
11007,113.32,0.0,9.95,123.27,2,3.0,1451580723.0,2,123.27,1,2.0
11946,113.32,0.0,9.95,113.32,2,3.0,1453904466.0,2,113.32,1,0.0
13937,113.32,0.0,9.95,113.32,2,3.0,1457556557.0,2,113.32,1,0.0
4248,18.4,0.0,9.95,28.35,2,3.0,1431705232.0,2,28.35,1,0.0
4249,39.99,0.0,0.0,39.99,0,3.0,1431706251.0,2,39.99,1,0.0
5803,32.9,0.0,9.95,42.85,2,3.0,1440776036.0,2,42.85,1,0.0
4250,76.31,0.0,9.95,82.44,2,3.0,1431707698.0,2,82.44,1,0.0
4250,76.31,0.0,9.95,82.44,2,3.0,1431707698.0,2,82.44,1,0.0
8231,32.9,0.0,9.95,42.85,2,3.0,1447342163.0,2,42.85,1,0.0
12252,16.45,0.0,9.95,26.4,2,3.0,1454352291.0,2,26.4,1,0.0
15169,32.9,0.0,9.95,42.85,2,3.0,1459870834.0,2,42.85,1,0.0
4251,160.0,0.0,0.0,160.0,2,3.0,1431713868.0,2,160.0,1,0.0
4257,11.99,1.05,9.95,23.02,2,3.0,1431793325.0,2,23.0,1,0.0
4258,129.35,0.8,9.95,126.36,2,3.0,1431801744.0,2,126.36,1,0.0
4258,129.35,0.8,9.95,126.36,2,3.0,1431801744.0,2,126.36,1,0.0
5825,366.82,0.0,0.0,366.82,2,3.0,1440877380.0,2,366.82,1,0.0
5825,366.82,0.0,0.0,366.82,2,3.0,1440877380.0,2,366.82,1,0.0
5825,366.82,0.0,0.0,366.82,2,3.0,1440877380.0,2,366.82,1,0.0
5825,366.82,0.0,0.0,366.82,2,3.0,1440877380.0,2,366.82,1,0.0
4696,170.23,0.0,0.0,161.72,2,3.0,1435426802.0,2,161.72,1,0.0
4696,170.23,0.0,0.0,161.72,2,3.0,1435426802.0,2,161.72,1,0.0
4696,170.23,0.0,0.0,161.72,2,3.0,1435426802.0,2,161.72,1,0.0
5177,462.37,0.0,0.0,462.37,2,3.0,1437856650.0,2,462.37,1,0.0
5177,462.37,0.0,0.0,462.37,2,3.0,1437856650.0,2,462.37,1,0.0
5177,462.37,0.0,0.0,462.37,2,3.0,1437856650.0,2,462.37,1,0.0
6933,434.86,0.0,0.0,434.86,2,3.0,1444496852.0,2,434.86,1,0.0
6933,434.86,0.0,0.0,434.86,2,3.0,1444496852.0,2,434.86,1,0.0
6933,434.86,0.0,0.0,434.86,2,3.0,1444496852.0,2,434.86,1,0.0
6933,434.86,0.0,0.0,434.86,2,3.0,1444496852.0,2,434.86,1,0.0
7900,397.52,0.0,0.0,397.52,2,3.0,1446931957.0,2,397.52,1,0.0
7900,397.52,0.0,0.0,397.52,2,3.0,1446931957.0,2,397.52,1,0.0
7900,397.52,0.0,0.0,397.52,2,3.0,1446931957.0,2,397.52,1,0.0
9883,136.82,0.0,9.95,146.77,2,3.0,1450104874.0,2,146.77,1,0.0
11049,305.16,0.0,9.95,315.11,2,3.0,1451864229.0,2,315.11,1,0.0
11049,305.16,0.0,9.95,315.11,2,3.0,1451864229.0,2,315.11,1,0.0
11049,305.16,0.0,9.95,315.11,2,3.0,1451864229.0,2,315.11,1,0.0
11794,202.32,0.0,9.95,212.27,2,3.0,1453738785.0,2,212.27,1,0.0
11794,202.32,0.0,9.95,212.27,2,3.0,1453738785.0,2,212.27,1,0.0
12992,424.02,0.0,9.95,433.97,2,3.0,1455990950.0,2,433.97,1,0.0
12992,424.02,0.0,9.95,433.97,2,3.0,1455990950.0,2,433.97,1,0.0
12992,424.02,0.0,9.95,433.97,2,3.0,1455990950.0,2,433.97,1,0.0
12992,424.02,0.0,9.95,433.97,2,3.0,1455990950.0,2,433.97,1,0.0
14033,255.68,0.0,9.95,265.63,2,3.0,1457963591.0,2,265.63,1,0.0
14033,255.68,0.0,9.95,265.63,2,3.0,1457963591.0,2,265.63,1,0.0
15067,256.98,0.0,9.95,266.93,2,3.0,1459618881.0,2,266.93,1,0.0
15067,256.98,0.0,9.95,266.93,2,3.0,1459618881.0,2,266.93,1,0.0
16002,358.52,0.0,9.95,368.47,2,3.0,1461557679.0,2,368.47,1,0.0
16002,358.52,0.0,9.95,368.47,2,3.0,1461557679.0,2,368.47,1,0.0
16002,358.52,0.0,9.95,368.47,2,3.0,1461557679.0,2,368.47,1,0.0
16002,358.52,0.0,9.95,368.47,2,3.0,1461557679.0,2,368.47,1,0.0
17334,718.34,0.0,9.95,728.29,1,1.0,1463248928.0,2,728.29,4,0.0
17334,718.34,0.0,9.95,728.29,1,1.0,1463248928.0,2,728.29,4,0.0
17334,718.34,0.0,9.95,728.29,1,1.0,1463248928.0,2,728.29,4,0.0
17334,718.34,0.0,9.95,728.29,1,1.0,1463248928.0,2,728.29,4,0.0
4266,127.99,0.8,9.95,131.54,2,3.0,1431876452.0,2,131.54,1,0.0
4267,35.46,0.8,9.95,43.64,2,3.0,1431892261.0,2,43.64,1,0.0
4274,23.74,0.8,9.95,33.69,1,3.0,1431929604.0,0,33.69,1,0.0
4270,112.14,9.81,9.95,132.07,2,3.0,1431912648.0,2,132.05,1,0.0
4275,90.99,0.0,9.95,100.94,2,3.0,1431957210.0,2,100.94,1,0.0
4276,115.25,0.0,9.95,116.3,2,3.0,1431957872.0,0,116.3,1,0.0
4277,132.3,0.0,9.95,135.63,2,3.0,1431961503.0,2,135.63,1,0.0
4279,200.0,0.0,0.0,200.0,0,3.0,1431967328.0,2,200.0,1,0.0
4280,195.96,0.0,9.95,196.11,2,3.0,1431969551.0,2,196.11,1,0.0
4285,41.99,0.0,9.95,49.84,2,3.0,1431978717.0,2,49.84,1,0.0
4283,164.53,0.0,9.95,166.25,2,3.0,1431977827.0,2,166.25,1,0.0
4283,164.53,0.0,9.95,166.25,2,3.0,1431977827.0,2,166.25,1,0.0
5480,136.3,0.0,0.0,136.3,2,3.0,1439480188.0,2,136.3,1,0.0
4369,18.0,0.8,9.95,27.95,2,3.0,1432659759.0,2,27.95,1,0.0
4284,7.2,0.8,9.95,17.15,2,3.0,1431978703.0,2,17.15,1,0.0
4288,128.28,0.0,0.0,128.28,0,3.0,1431991975.0,2,128.28,1,0.0
4290,31.8,0.8,9.95,41.75,2,3.0,1431994803.0,2,41.75,1,0.0
4293,34.23,0.0,9.95,44.18,2,3.0,1432011104.0,2,44.18,1,0.0
4299,72.59,0.0,9.95,74.89,0,3.0,1432070400.0,2,74.89,1,0.0
4299,72.59,0.0,9.95,74.89,0,3.0,1432070400.0,2,74.89,1,0.0
4306,29.2,0.0,9.95,39.15,2,3.0,1432131063.0,2,39.15,1,0.0
4523,88.2,0.8,9.95,98.15,2,3.0,1434037996.0,2,98.15,1,0.0
5159,66.43,0.0,9.95,76.38,1,3.0,1437751062.0,2,76.38,1,0.0
4325,64.99,0.0,0.0,64.99,1,3.0,1432229636.0,0,64.99,1,0.0
4883,139.1,0.0,0.0,139.1,0,3.0,1436293316.0,2,139.1,3,0.0
4332,39.99,0.0,0.0,39.99,0,3.0,1432255681.0,2,39.99,1,0.0
4335,39.99,0.0,0.0,39.99,0,3.0,1432302752.0,2,39.99,1,0.0
4336,65.0,0.0,0.0,65.0,0,3.0,1432309097.0,2,65.0,1,0.0
4342,120.99,0.8,9.95,130.94,2,3.0,1432412822.0,2,130.94,1,0.0
4349,18.0,0.8,9.95,27.95,2,3.0,1432505717.0,2,27.95,1,0.0
4355,34.99,3.06,9.95,48.07,2,3.0,1432585127.0,2,48.05,1,0.0
4367,160.0,0.0,9.95,174.95,2,3.0,1432659559.0,0,174.95,1,0.0
4368,41.3,0.0,0.0,37.0,0,3.0,1432659683.0,0,37.0,1,0.0
4370,168.75,0.0,0.0,168.75,2,3.0,1432668301.0,2,168.75,1,0.0
4373,15.8,0.8,9.95,25.75,2,3.0,1432678601.0,2,25.75,1,0.0
4375,38.08,0.8,9.95,48.03,2,3.0,1432687426.0,2,48.03,1,0.0
4376,9.94,0.0,9.95,19.89,2,3.0,1432732780.0,2,19.89,1,0.0
4379,168.75,0.0,0.0,168.75,2,3.0,1432738227.0,2,168.75,1,0.0
4387,122.39,0.0,0.0,122.39,0,3.0,1432787090.0,2,122.39,1,0.0
4389,60.17,0.8,9.95,70.12,2,3.0,1432821569.0,2,70.12,1,0.0
4389,60.17,0.8,9.95,70.12,2,3.0,1432821569.0,2,70.12,1,0.0
8387,57.26,0.0,9.95,61.48,2,3.0,1447612760.0,2,61.48,1,0.0
12136,57.26,0.0,9.95,67.21,2,3.0,1454152010.0,2,67.21,1,0.0
15535,57.26,0.0,9.95,62.21,2,3.0,1460502352.0,2,62.21,1,0.0
4390,99.0,0.8,0.0,94.05,2,3.0,1432822434.0,2,94.05,1,0.0
4396,121.2,0.0,0.0,121.2,0,3.0,1432849762.0,2,121.2,1,0.0
4396,121.2,0.0,0.0,121.2,0,3.0,1432849762.0,2,121.2,1,0.0
4396,121.2,0.0,0.0,121.2,0,3.0,1432849762.0,2,121.2,1,0.0
4396,121.2,0.0,0.0,121.2,0,3.0,1432849762.0,2,121.2,1,0.0
5163,57.2,0.0,9.95,67.15,1,3.0,1437757545.0,2,67.15,1,0.0
4398,120.99,0.8,9.95,130.94,2,3.0,1432870294.0,2,130.94,1,0.0
4399,43.89,0.8,9.95,51.65,2,3.0,1432906121.0,2,51.65,1,0.0
4400,88.2,0.8,9.95,98.15,2,3.0,1432909037.0,2,98.15,1,0.0
4404,205.01,0.0,0.0,194.76,0,3.0,1432920476.0,2,194.76,1,0.0
4413,99.0,0.8,9.95,108.95,2,3.0,1432937318.0,2,108.95,1,0.0
4411,41.42,0.8,9.95,51.37,2,3.0,1432936462.0,2,51.37,1,0.0
4411,41.42,0.8,9.95,51.37,2,3.0,1432936462.0,2,51.37,1,0.0
7373,41.42,0.0,9.95,51.37,2,3.0,1445917726.0,2,51.37,1,0.0
7373,41.42,0.0,9.95,51.37,2,3.0,1445917726.0,2,51.37,1,0.0
4412,20.86,0.8,9.95,30.81,2,3.0,1432937281.0,2,30.81,1,0.0
4414,148.0,0.8,0.0,148.0,2,3.0,1432955496.0,2,148.0,1,0.0
16550,315.28,0.0,0.0,315.28,0,3.0,1462385785.0,2,315.28,1,0.0
4415,219.3,0.0,0.0,219.3,0,3.0,1433010014.0,2,219.3,1,0.0
4417,26.69,0.0,9.95,36.64,2,3.0,1433014034.0,2,36.64,1,0.0
4424,12.88,0.8,9.95,22.83,2,3.0,1433124642.0,2,22.83,1,0.0
5175,12.88,0.0,9.95,22.83,1,3.0,1437825181.0,0,22.83,1,0.0
4425,36.49,0.0,0.0,36.49,0,3.0,1433132028.0,2,36.49,1,0.0
5162,34.27,0.0,9.95,44.22,1,3.0,1437754774.0,2,44.22,1,0.0
4435,73.24,5.13,9.95,88.32,2,3.0,1433209983.0,2,83.19,1,0.0
4443,50.8,0.8,9.95,60.75,2,3.0,1433267101.0,2,60.75,1,0.0
4444,22.88,0.0,15.0,37.88,0,3.0,1433269944.0,2,37.88,1,0.0
4448,48.8,0.8,9.95,58.75,2,3.0,1433288369.0,2,58.75,1,0.0
4469,46.44,0.8,9.95,51.39,2,3.0,1433428193.0,2,51.39,1,0.0
4471,46.23,0.8,9.95,56.18,2,3.0,1433436127.0,2,56.18,1,0.0
4475,52.11,0.0,9.95,59.45,2,3.0,1433453899.0,2,59.45,1,0.0
4477,36.0,3.15,9.95,49.17,2,3.0,1433494376.0,2,49.15,1,0.0
4479,35.67,0.0,9.95,45.62,2,3.0,1433515882.0,2,45.62,1,0.0
4480,106.66,0.0,0.0,106.66,0,3.0,1433531385.0,2,106.66,1,0.0
4486,946.24,62.93,9.95,971.81,1,3.0,1433795325.0,2,908.18,1,0.0
4486,946.24,62.93,9.95,971.81,1,3.0,1433795325.0,2,908.18,1,0.0
4486,946.24,62.93,9.95,971.81,1,3.0,1433795325.0,2,908.18,1,0.0
4486,946.24,62.93,9.95,971.81,1,3.0,1433795325.0,2,908.18,1,0.0
4486,946.24,62.93,9.95,971.81,1,3.0,1433795325.0,2,908.18,1,0.0
4488,60.62,0.0,0.0,60.62,0,3.0,1433774616.0,0,60.62,1,0.0
4489,53.25,0.8,9.95,63.2,2,3.0,1433775354.0,2,63.2,1,0.0
4490,40.6,0.8,9.95,48.52,1,3.0,1433781475.0,0,48.52,1,0.0
4491,126.03,0.8,9.95,135.98,2,3.0,1433785158.0,2,135.98,1,0.0
4492,42.78,3.74,9.95,56.56,2,3.0,1433793912.0,2,56.53,1,0.0
8099,42.78,3.8,9.95,56.62,2,3.0,1447178634.0,2,56.62,1,0.0
4499,134.81,0.0,0.0,134.81,1,3.0,1433856909.0,0,134.81,1,0.0
4501,26.4,0.0,9.95,36.35,2,3.0,1433871502.0,2,36.35,1,0.0
4502,51.38,0.0,0.0,51.38,0,3.0,1433873895.0,2,51.38,1,0.0
4505,27.12,0.8,9.95,35.71,2,3.0,1433884588.0,2,35.71,1,0.0
4510,6.4,0.8,9.95,16.35,2,3.0,1433944882.0,2,16.35,1,0.0
4511,88.2,0.8,9.95,98.15,2,3.0,1433946910.0,2,98.15,1,0.0
4512,168.0,0.0,7.14,168.0,2,3.0,1433951837.0,2,168.0,1,0.0
4514,34.78,0.0,9.95,44.73,2,3.0,1433960407.0,2,44.73,1,0.0
4515,35.01,0.0,9.95,43.21,2,3.0,1433965188.0,2,43.21,1,0.0
4515,35.01,0.0,9.95,43.21,2,3.0,1433965188.0,2,43.21,1,0.0
4516,200.01,0.8,9.95,209.96,2,3.0,1433965761.0,2,209.96,1,0.0
4517,30.1,0.0,9.95,40.05,2,3.0,1433968715.0,2,40.05,1,0.0
4521,32.88,0.8,9.95,42.83,2,3.0,1433992858.0,2,42.83,1,0.0
4522,12.16,0.0,9.95,22.11,1,3.0,1433998196.0,2,22.11,3,0.0
4525,64.73,0.8,9.95,74.68,2,3.0,1434059747.0,2,74.68,1,0.0
4526,71.38,0.0,9.95,81.33,2,3.0,1434073006.0,2,81.33,1,0.0
4787,107.07,0.0,0.0,107.07,2,3.0,1435955731.0,2,107.07,1,0.0
4528,128.51,0.0,0.0,122.08,0,3.0,1434079636.0,2,122.08,1,0.0
4530,127.99,0.8,9.95,129.9,2,3.0,1434121014.0,0,129.9,1,0.0
4532,252.19,0.0,9.95,262.14,2,3.0,1434123031.0,2,262.14,1,0.0
4533,39.99,0.0,0.0,39.99,0,3.0,1434130055.0,2,39.99,1,0.0
4534,17.88,0.8,9.95,27.83,2,3.0,1434131195.0,2,27.83,1,0.0
4560,18.1,0.8,9.95,28.05,2,3.0,1434463590.0,2,28.05,1,0.0
4536,36.57,0.8,9.95,46.52,2,3.0,1434149779.0,2,46.52,1,0.0
4543,90.99,0.8,9.95,96.39,2,3.0,1434301662.0,2,96.39,1,0.0
4549,126.03,0.8,9.95,129.9,2,3.0,1434383164.0,0,129.9,1,0.0
4557,17.39,0.8,9.95,27.34,2,3.0,1434400984.0,2,27.34,1,0.0
4564,18.0,0.8,9.95,27.95,2,3.0,1434494758.0,2,27.95,1,0.0
4569,39.35,0.0,0.0,39.35,0,3.0,1434575870.0,2,39.35,1,0.0
4575,24.4,0.8,9.95,32.99,2,3.0,1434638711.0,0,32.99,1,0.0
4576,97.02,0.8,9.95,106.97,2,3.0,1434645675.0,2,106.97,1,0.0
4581,41.72,0.8,9.95,51.67,2,3.0,1434668564.0,2,51.67,1,0.0
4586,63.7,0.0,9.95,73.65,2,3.0,1434738208.0,2,73.65,1,0.0
4593,120.99,0.8,0.0,120.99,2,3.0,1434765597.0,2,120.99,1,0.0
4613,18.01,0.8,9.95,27.96,2,3.0,1434982884.0,2,27.96,1,0.0
4614,150.63,0.0,0.0,150.63,0,3.0,1434986045.0,2,150.63,1,0.0
4614,150.63,0.0,0.0,150.63,0,3.0,1434986045.0,2,150.63,1,0.0
4616,25.65,0.8,9.95,35.6,2,3.0,1434995617.0,2,35.6,1,0.0
4617,65.78,0.0,9.95,75.73,2,3.0,1434998308.0,2,75.73,1,0.0
4620,172.5,0.8,0.0,172.5,2,3.0,1435007246.0,2,172.5,1,0.0
4626,25.52,0.0,0.0,24.9,1,3.0,1435071858.0,0,24.9,1,0.0
4627,23.77,0.0,9.95,33.72,2,3.0,1435073117.0,2,33.72,1,0.0
4629,64.99,0.0,9.95,74.94,2,3.0,1435074347.0,2,74.94,1,0.0
4630,1043.75,0.0,0.0,1013.75,0,3.0,1435077100.0,2,968.75,1,0.0
4632,107.68,0.0,0.0,107.68,2,3.0,1435083952.0,2,107.68,1,0.0
4632,107.68,0.0,0.0,107.68,2,3.0,1435083952.0,2,107.68,1,0.0
4632,107.68,0.0,0.0,107.68,2,3.0,1435083952.0,2,107.68,1,0.0
4633,130.08,0.0,0.0,130.08,0,3.0,1435084570.0,2,130.08,1,0.0
4640,77.99,0.0,9.95,87.94,1,3.0,1435114225.0,2,87.94,1,0.0
4643,123.74,0.0,0.0,123.74,0,3.0,1435161337.0,2,123.74,1,0.0
